,Symbol,Name,MarketCap,mcap
2227,VICI,VICI Properties Inc.,$11.46B,11460000000
2228,VNCE,Vince Holding Corp.,$60.75M,60750000
2229,VIPS,Vipshop Holdings Limited,$14.58B,14580000000
2230,SPCE,"Virgin Galactic Holdings, Inc.",$5.25B,5250000000
2231,VGI,Virtus Global Multi-Sector Income Fund,$125.4M,125400000
2232,ZTR,Virtus Total Return Fund Inc.,$201.99M,201990000
2233,V,Visa Inc.,$418.31B,418310000000
2234,VSH,"Vishay Intertechnology, Inc.",$2.24B,2240000000
2235,VPG,"Vishay Precision Group, Inc.",$331.85M,331850000
2236,VIST,"Vista Oil & Gas, S.A.B. de C.V.",$301.2M,301200000
2237,VSTO,Vista Outdoor Inc.,$927.28M,927280000
2238,VST,Vistra Corp.,$9.4B,9400000000
2239,VVNT,"Vivint Smart Home, Inc.",$2.73B,2730000000
2240,VSLR,"Vivint Solar, Inc.",$2.7B,2700000000
2241,VMW,"Vmware, Inc.",$60.1B,60100000000
2242,VOC,VOC Energy Trust,$31.79M,31790000
2243,VCRA,"Vocera Communications, Inc.",$736.27M,736270000
2244,VNO,Vornado Realty Trust,$6.78B,6780000000
2245,VJET,voxeljet AG,$38.93M,38930000
2246,IAE,Voya Asia Pacific High Dividend Equity Income Fund,$92.57M,92570000
2247,IHD,Voya Emerging Markets High Income Dividend Equity Fund,$125.28M,125280000
2248,VOYA,"Voya Financial, Inc.",$6.21B,6210000000
2249,IGA,Voya Global Advantage and Premium Opportunity Fund,$151.57M,151570000
2250,IGD,Voya Global Equity Dividend and Premium Opportunity Fund,$480.53M,480530000
2251,IDE,"Voya Infrastructure, Industrials and Materials Fund",$174.09M,174090000
2252,IID,Voya International High Dividend Equity Income Fund,$35.47M,35470000
2253,IRR,Voya Natural Resources Equity Income Fund,$56.39M,56390000
2254,PPR,Voya Prime Rate Trust,$644.35M,644350000
2255,VMC,Vulcan Materials Company,$16.81B,16810000000
2256,WTI,"W&T Offshore, Inc.",$377.13M,377130000
2257,WPC,W. P. Carey Inc.,$11.9B,11900000000
2258,WRB,W.R. Berkley Corporation,$11.44B,11440000000
2259,GRA,W.R. Grace & Co.,$3.3B,3300000000
2260,GWW,"W.W. Grainger, Inc.",$18.04B,18040000000
2261,WNC,Wabash National Corporation,$626.27M,626270000
2262,WDR,"Waddell & Reed Financial, Inc.",$1.01B,1010000000
2263,WD,"Walker & Dunlop, Inc.",$1.57B,1570000000
2264,WMT,Walmart Inc.,$374.75B,374750000000
2265,DIS,Walt Disney Company (The),$214.26B,214260000000
2266,HCC,"Warrior Met Coal, Inc.",$817.66M,817660000
2267,WPG,Washington Prime Group Inc.,$140.9M,140900000
2268,WRE,Washington Real Estate Investment Trust,$1.81B,1810000000
2269,WCN,"Waste Connections, Inc.",$26.44B,26440000000
2270,WM,"Waste Management, Inc.",$45.38B,45380000000
2271,WAT,Waters Corporation,$13.79B,13790000000
2272,WSO,"Watsco, Inc.",$7.52B,7520000000
2273,WTS,"Watts Water Technologies, Inc.",$2.87B,2870000000
2274,W,Wayfair Inc.,$21.35B,21350000000
2275,WBS,Webster Financial Corporation,$2.42B,2420000000
2276,WEC,"WEC Energy Group, Inc.",$28.75B,28750000000
2277,WEI,Weidai Ltd.,$84.55M,84550000
2278,WRI,Weingarten Realty Investors,$2.15B,2150000000
2279,WMK,"Weis Markets, Inc.",$1.38B,1380000000
2280,WBT,"Welbilt, Inc.",$935.31M,935310000
2281,WFC,Wells Fargo & Company,$107.93B,107930000000
2282,EOD,Wells Fargo Global Dividend Opportunity Fund,$194.49M,194490000
2283,WELL,Welltower Inc.,$20.66B,20660000000
2284,WCC,"WESCO International, Inc.",$2.15B,2150000000
2285,WST,"West Pharmaceutical Services, Inc.",$18.61B,18610000000
2286,WAL,Western Alliance Bancorporation,$3.8B,3800000000
2287,WEA,Western Asset Bond Fund,$162.41M,162410000
2288,TLI,Western Asset Corporate Loan Fund Inc,$88.99M,88990000
2289,EMD,Western Asset Emerging Markets Debt Fund Inc,$757.5M,757500000
2290,GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,$251.56M,251560000
2291,EHI,Western Asset Global High Income Fund Inc,$425.63M,425630000
2292,HIX,Western Asset High Income Fund II Inc.,$548.4M,548400000
2293,HIO,"Western Asset High Income Opportunity Fund, Inc.",$612.27M,612270000
2294,HYI,Western Asset High Yield Defined Opportunity Fund Inc.,$316.67M,316670000
2295,SBI,Western Asset Intermediate Muni Fund Inc,$124.21M,124210000
2296,IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,$235.43M,235430000
2297,PAI,Western Asset Investment Grade Income Fund Inc.,$148.82M,148820000
2298,MMU,"Western Asset Managed Municipals Fund, Inc.",$537.76M,537760000
2299,WMC,Western Asset Mortgage Capital Corporation,$122.15M,122150000
2300,DMO,Western Asset Mortgage Opportunity Fund Inc.,$150.29M,150290000
2301,MTT,Western Asset Municipal Defined Opportunity Trust Inc,$249.86M,249860000
2302,MHF,"Western Asset Municipal High Income Fund, Inc.",$156.73M,156730000
2303,MNP,"Western Asset Municipal Partners Fund, Inc.",$144.33M,144330000
2304,GFY,Western Asset Variable Rate Strategic Fund Inc.,$74.88M,74880000
2305,WIW,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,$690.77M,690770000
2306,WIA,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,$364.41M,364410000
2307,WES,"Western Midstream Partners, LP",$4.66B,4660000000
2308,WU,Western Union Company (The),$8.97B,8970000000
2309,WAB,Westinghouse Air Brake Technologies Corporation,$11.57B,11570000000
2310,WLK,Westlake Chemical Corporation,$7.11B,7110000000
2311,WLKP,Westlake Chemical Partners LP,$703.89M,703890000
2312,WBK,Westpac Banking Corporation,$46.31B,46310000000
2313,WRK,Westrock Company,$7.71B,7710000000
2314,WHG,Westwood Holdings Group Inc,$118.13M,118130000
2315,WEX,WEX Inc.,$7.26B,7260000000
2316,WY,Weyerhaeuser Company,$19.16B,19160000000
2317,WPM,Wheaton Precious Metals Corp.,$22.96B,22960000000
2318,WHR,Whirlpool Corporation,$8.94B,8940000000
2319,WTM,"White Mountains Insurance Group, Ltd.",$2.73B,2730000000
2320,WSR,Whitestone REIT,$277.25M,277250000
2321,WLL,Whiting Petroleum Corporation,$96.9M,96900000
2322,WOW,"WideOpenWest, Inc.",$458.42M,458420000
2323,WMB,"Williams Companies, Inc. (The)",$24.4B,24400000000
2324,WSM,"Williams-Sonoma, Inc.",$6.42B,6420000000
2325,WGO,"Winnebago Industries, Inc.",$2.17B,2170000000
2326,WIT,Wipro Limited,$22.4B,22400000000
2327,WNS,WNS (Holdings) Limited,$3.05B,3050000000
2328,WWW,"Wolverine World Wide, Inc.",$1.86B,1860000000
2329,WF,Woori Bank,$5.4B,5400000000
2330,WK,Workiva Inc.,$2.62B,2620000000
2331,INT,World Fuel Services Corporation,$1.54B,1540000000
2332,WWE,"World Wrestling Entertainment, Inc.",$3.55B,3550000000
2333,WOR,"Worthington Industries, Inc.",$2.06B,2060000000
2334,WPP,WPP plc,$9.5B,9500000000
2335,WPX,"WPX Energy, Inc.",$3.42B,3420000000
2336,WYND,"Wyndham Destinations, Inc.",$2.56B,2560000000
2337,WH,"Wyndham Hotels & Resorts, Inc.",$4.41B,4410000000
2338,XYF,X Financial,$141.57M,141570000
2339,XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,$76.56M,76560000
2340,XHR,"Xenia Hotels & Resorts, Inc.",$990.48M,990480000
2341,XRX,Xerox Holdings Corporation,$3.59B,3590000000
2342,XIN,Xinyuan Real Estate Co Ltd,$114.91M,114910000
2343,XPO,"XPO Logistics, Inc.",$7.52B,7520000000
2344,XYL,Xylem Inc.,$13.39B,13390000000
2345,AUY,Yamana Gold Inc.,$5.62B,5620000000
2346,YELP,Yelp Inc.,$1.72B,1720000000
2347,YETI,"YETI Holdings, Inc.",$3.98B,3980000000
2348,YEXT,"Yext, Inc.",$1.96B,1960000000
2349,YRD,Yiren Digital Ltd.,$365.66M,365660000
2350,DAO,"Youdao, Inc.",$4.69B,4690000000
2351,YPF,YPF Sociedad Anonima,$2.55B,2550000000
2352,YUMC,"Yum China Holdings, Inc.",$20.17B,20170000000
2353,YUM,"Yum! Brands, Inc.",$27.4B,27400000000
2354,ZEN,"Zendesk, Inc.",$10.77B,10770000000
2355,ZBH,"Zimmer Biomet Holdings, Inc.",$27.41B,27410000000
2356,ZTS,Zoetis Inc.,$68.87B,68870000000
2357,ZTO,ZTO Express (Cayman) Inc.,$28.6B,28600000000
2358,ZUO,"Zuora, Inc.",$1.38B,1380000000
2359,ZYME,Zymeworks Inc.,$1.4B,1400000000
